"DATE","TAVG"
"2024-04-01",NA
"2024-04-02",NA
"2024-04-03",NA
"2024-04-04",NA
"2024-04-05",NA
"2024-04-08",NA
"2024-04-09",NA
"2024-04-10",NA
"2024-04-11",NA
"2024-04-12",NA
"2024-04-13",NA
"2024-04-14",NA
"2024-04-15",NA
"2024-04-16",NA
"2024-04-17",NA
"2024-04-18",NA
"2024-04-19",NA
"2024-04-20",NA
"2024-04-21",NA
"2024-04-23",NA
"2024-04-24",NA
"2024-04-25",NA
"2024-04-26",NA
"2024-04-27",NA
"2024-04-28",NA
"2024-04-30",NA
"2024-05-01",NA
"2024-05-02",NA
"2024-05-03",NA
"2024-05-04",NA
"2024-05-05",NA
"2024-05-06",NA
"2024-05-07",NA
"2024-05-08",NA
"2024-05-09",NA
"2024-05-10",NA
"2024-05-11",NA
"2024-05-12",NA
"2024-05-13",NA
"2024-05-14",NA
"2024-05-15",NA
"2024-05-16",NA
"2024-05-17",NA
"2024-05-18",NA
"2024-05-19",NA
"2024-05-20",NA
"2024-05-21",NA
"2024-05-22",NA
"2024-05-23",NA
"2024-05-24",NA
"2024-05-25",NA
"2024-05-26",NA
"2024-05-27",NA
"2024-05-28",NA
"2024-05-29",NA
"2024-05-30",NA
"2024-05-31",NA
"2024-06-01",NA
"2024-06-02",NA
"2024-06-03",NA
"2024-06-04",NA
"2024-06-05",NA
"2024-06-06",NA
"2024-06-07",NA
"2024-06-08",NA
"2024-06-09",NA
"2024-06-10",NA
"2024-06-11",NA
"2024-06-12",NA
"2024-06-13",NA
"2024-06-14",NA
"2024-06-16",NA
"2024-06-17",NA
"2024-06-18",NA
"2024-06-19",NA
"2024-06-20",NA
"2024-06-21",NA
"2024-06-22",NA
"2024-06-23",NA
"2024-06-24",NA
"2024-06-25",NA
"2024-06-26",NA
"2024-06-27",NA
"2024-06-28",NA
"2024-06-29",NA
"2024-06-30",NA
"2024-07-01",NA
"2024-07-02",NA
"2024-07-03",NA
"2024-07-04",NA
"2024-07-05",NA
"2024-07-06",NA
"2024-07-07",NA
"2024-07-08",NA
"2024-07-09",NA
"2024-07-10",NA
"2024-07-11",NA
"2024-07-12",NA
"2024-07-13",NA
"2024-07-14",NA
"2024-07-16",NA
"2024-07-17",NA
"2024-07-18",NA
"2024-07-19",NA
"2024-07-20",NA
"2024-07-21",NA
"2024-07-22",NA
"2024-07-23",NA
"2024-07-24",NA
"2024-07-25",NA
"2024-07-26",NA
"2024-07-27",NA
"2024-07-28",NA
"2024-07-29",NA
"2024-07-30",NA
"2024-07-31",NA
"2024-08-01",NA
"2024-08-02",NA
"2024-08-03",NA
"2024-08-04",NA
"2024-08-05",NA
"2024-08-06",NA
"2024-08-07",NA
"2024-08-08",NA
"2024-08-09",NA
"2024-08-10",NA
"2024-08-11",NA
"2024-08-12",NA
"2024-08-13",NA
"2024-08-14",NA
"2024-08-15",NA
"2024-08-16",NA
"2024-08-18",NA
"2024-08-19",NA
"2024-08-20",NA
"2024-08-21",NA
"2024-08-22",NA
"2024-08-23",NA
"2024-08-24",NA
"2024-08-25",NA
"2024-08-26",NA
"2024-08-27",NA
"2024-08-28",NA
"2024-08-29",NA
"2024-08-30",NA
"2024-08-31",NA
"2024-09-01",NA
"2024-09-02",NA
"2024-09-03",NA
"2024-09-04",NA
"2024-09-05",NA
"2024-09-06",NA
"2024-09-07",NA
"2024-09-08",NA
"2024-09-09",NA
"2024-09-10",NA
"2024-09-11",NA
"2024-09-12",NA
"2024-09-13",NA
"2024-09-14",NA
"2024-09-15",NA
"2024-09-16",NA
"2024-09-17",NA
"2024-09-18",NA
"2024-09-19",NA
"2024-09-20",NA
"2024-09-21",NA
"2024-09-22",NA
"2024-09-23",NA
"2024-09-24",NA
"2024-09-25",NA
"2024-09-26",NA
"2024-09-27",NA
"2024-09-28",NA
"2024-09-29",NA
"2024-09-30",NA
"2024-10-01",NA
"2024-10-02",NA
"2024-10-03",NA
"2024-10-04",NA
"2024-10-05",NA
"2024-10-06",NA
"2024-10-07",NA
"2024-10-08",NA
"2024-10-09",NA
"2024-10-10",NA
"2024-10-11",NA
"2024-10-12",NA
"2024-10-13",NA
"2024-10-14",NA
"2024-10-15",NA
"2024-10-16",NA
"2024-10-17",NA
"2024-10-18",NA
"2024-10-19",NA
"2024-10-20",NA
"2024-10-21",NA
"2024-10-22",NA
"2024-10-23",NA
"2024-10-24",NA
"2024-10-25",NA
"2024-10-26",NA
"2024-10-27",NA
"2024-10-28",NA
"2024-10-29",NA
"2024-10-30",NA
"2024-10-31",NA
"2024-11-01",NA
"2020-01-01",NA
"2020-01-02",NA
"2020-01-03",NA
"2020-01-04",NA
"2020-01-05",NA
"2020-01-06",NA
"2020-01-07",NA
"2020-01-08",NA
"2020-01-09",NA
"2020-01-10",NA
"2020-01-11",NA
"2020-01-12",NA
"2020-01-13",NA
"2020-01-14",NA
"2020-01-15",NA
"2020-01-17",NA
"2020-01-18",NA
"2020-01-19",NA
"2020-01-20",NA
"2020-01-21",NA
"2020-01-22",NA
"2020-01-23",NA
"2020-01-24",NA
"2020-01-25",NA
"2020-01-26",NA
"2020-01-27",NA
"2020-01-28",NA
"2020-01-29",NA
"2020-01-30",NA
"2020-01-31",NA
"2020-02-01",NA
"2020-02-02",NA
"2020-02-03",NA
"2020-02-04",NA
"2020-02-05",NA
"2020-02-06",NA
"2020-02-07",NA
"2020-02-08",NA
"2020-02-10",NA
"2020-02-11",NA
"2020-02-12",NA
"2020-02-13",NA
"2020-02-14",NA
"2020-02-15",NA
"2020-02-16",NA
"2020-02-17",NA
"2020-02-18",NA
"2020-02-19",NA
"2020-02-20",NA
"2020-02-21",NA
"2020-02-22",NA
"2020-02-23",NA
"2020-02-24",NA
"2020-02-25",NA
"2020-02-26",NA
"2020-02-27",NA
"2020-02-28",NA
"2020-03-01",NA
"2020-03-02",NA
"2020-03-03",NA
"2020-03-04",NA
"2020-03-05",NA
"2020-03-06",NA
"2020-03-07",NA
"2020-03-08",NA
"2020-03-09",NA
"2020-03-10",NA
"2020-03-11",NA
"2020-03-15",NA
"2020-03-16",NA
"2020-03-18",NA
"2020-03-19",NA
"2020-03-20",NA
"2020-03-21",NA
"2020-03-22",NA
"2020-03-23",NA
"2020-03-24",NA
"2020-03-25",NA
"2020-03-26",NA
"2020-03-27",NA
"2020-03-28",NA
"2020-03-29",NA
"2020-03-30",NA
"2020-03-31",NA
"2020-04-01",NA
"2020-04-02",NA
"2020-04-03",NA
"2020-04-04",NA
"2020-04-13",NA
"2020-04-14",NA
"2020-04-15",NA
"2020-04-16",NA
"2020-04-17",NA
"2020-04-18",NA
"2020-04-19",NA
"2020-04-20",NA
"2020-04-21",NA
"2020-04-22",NA
"2020-04-23",NA
"2020-04-24",NA
"2020-04-25",NA
"2020-04-26",NA
"2020-04-27",NA
"2020-04-28",NA
"2020-04-29",NA
"2020-04-30",NA
"2020-05-01",NA
"2020-05-02",NA
"2020-05-03",NA
"2020-05-04",NA
"2020-05-05",NA
"2020-05-06",NA
"2020-05-07",NA
"2020-05-08",NA
"2020-05-09",NA
"2020-05-10",NA
"2020-05-11",NA
"2020-05-12",NA
"2020-05-13",NA
"2020-05-14",NA
"2020-05-15",NA
"2020-05-16",NA
"2020-05-17",NA
"2020-05-18",NA
"2020-05-19",NA
"2020-05-20",NA
"2020-05-21",NA
"2020-05-22",NA
"2020-05-23",NA
"2020-05-24",NA
"2020-05-25",NA
"2020-05-26",NA
"2020-05-27",NA
"2020-05-28",NA
"2020-05-29",NA
"2020-05-30",NA
"2020-05-31",NA
"2020-06-01",NA
"2020-06-02",NA
"2020-06-03",NA
"2020-06-04",NA
"2020-06-05",NA
"2020-06-06",NA
"2020-06-07",NA
"2020-06-08",NA
"2020-06-09",NA
"2020-06-10",NA
"2020-06-11",NA
"2020-06-12",NA
"2020-06-13",NA
"2020-06-14",NA
"2020-06-15",NA
"2020-06-16",NA
"2020-06-17",NA
"2020-06-18",NA
"2020-06-19",NA
"2020-06-20",NA
"2020-06-21",NA
"2020-06-22",NA
"2020-06-23",NA
"2020-06-24",NA
"2020-06-25",NA
"2020-06-26",NA
"2020-06-27",NA
"2020-06-28",NA
"2020-06-29",NA
"2020-07-01",NA
"2020-07-02",NA
"2020-07-03",NA
"2020-07-04",NA
"2020-07-05",NA
"2020-07-06",NA
"2020-07-07",NA
"2020-07-08",NA
"2020-07-09",NA
"2020-07-10",NA
"2020-07-11",NA
"2020-07-12",NA
"2020-07-13",NA
"2020-07-14",NA
"2020-07-15",NA
"2020-07-16",NA
"2020-07-17",NA
"2020-07-18",NA
"2020-07-19",NA
"2020-07-20",NA
"2020-07-21",NA
"2020-07-22",NA
"2020-07-23",NA
"2020-07-24",NA
"2020-07-25",NA
"2020-07-26",NA
"2020-07-27",NA
"2020-07-28",NA
"2020-07-29",NA
"2020-07-30",NA
"2020-07-31",NA
"2020-08-01",NA
"2020-08-02",NA
"2020-08-03",NA
"2020-08-04",NA
"2020-08-05",NA
"2020-08-06",NA
"2020-08-07",NA
"2020-08-08",NA
"2020-01-01",48
"2020-01-02",45
"2020-01-03",52
"2020-01-04",50
"2020-01-05",48
"2020-01-06",47
"2020-01-07",51
"2020-01-08",43
"2020-01-09",36
"2020-01-10",42
"2020-01-11",42
"2020-01-12",44
"2020-01-13",45
"2020-01-14",47
"2020-01-15",47
"2020-01-16",41
"2020-01-17",38
"2020-01-18",42
"2020-01-19",48
"2020-01-20",48
"2020-01-21",41
"2020-01-22",46
"2020-01-23",51
"2020-01-24",53
"2020-01-25",52
"2020-01-26",48
"2020-01-27",45
"2020-01-28",49
"2020-01-29",42
"2020-01-30",50
"2020-01-31",54
"2020-02-01",58
"2020-02-02",51
"2020-02-03",29
"2020-02-04",30
"2020-02-05",43
"2020-02-06",53
"2020-02-07",53
"2020-02-08",51
"2020-02-09",38
"2020-02-10",41
"2020-02-11",45
"2020-02-12",46
"2020-02-13",47
"2020-02-14",47
"2020-02-15",49
"2020-02-16",54
"2020-02-17",51
"2020-02-18",52
"2020-02-19",51
"2020-02-20",52
"2020-02-21",52
"2020-02-22",40
"2020-02-23",47
"2020-02-24",52
"2020-02-25",53
"2020-02-26",53
"2020-02-27",56
"2020-02-28",57
"2020-02-29",49
"2020-03-01",35
"2020-03-02",39
"2020-03-03",52
"2020-03-04",57
"2020-03-05",57
"2020-03-06",54
"2020-03-07",40
"2020-03-08",38
"2020-03-09",44
"2020-03-10",46
"2020-03-11",47
"2020-03-12",41
"2020-03-13",39
"2020-03-14",40
"2020-03-15",37
"2020-03-16",35
"2020-03-17",31
"2020-03-18",35
"2020-03-19",34
"2020-03-20",38
"2020-03-21",41
"2020-03-22",42
"2020-03-23",39
"2020-03-24",38
"2020-03-25",35
"2020-03-26",32
"2020-03-27",36
"2020-03-28",40
"2020-03-29",40
"2020-03-30",50
"2020-03-31",57
"2020-04-01",55
"2020-04-02",46
"2020-04-03",49
"2020-04-04",44
"2020-04-05",39
"2020-04-06",37
"2020-04-07",38
"2020-04-08",34
"2020-04-09",33
"2020-04-10",36
"2020-04-11",46
"2020-04-12",42
"2020-04-13",47
"2020-04-14",50
"2020-04-15",54
"2020-04-16",52
"2020-04-17",44
"2020-04-18",42
"2020-04-19",46
"2020-04-20",47
"2020-04-21",51
"2020-04-22",61
"2020-04-23",62
"2020-04-24",67
"2020-04-25",69
"2020-04-26",66
"2020-04-27",65
"2020-04-28",71
"2020-04-29",71
"2020-04-30",66
"2020-05-01",62
"2020-05-02",60
"2020-05-03",61
"2020-05-04",63
"2020-05-05",70
"2020-05-06",71
"2020-05-07",71
"2020-05-08",69
"2020-05-09",68
"2020-05-10",64
"2020-05-11",56
"2020-05-12",47
"2020-05-13",51
"2020-05-14",53
"2020-05-15",59
"2020-05-16",65
"2020-05-17",58
"2020-05-18",47
"2020-05-19",44
"2020-05-20",53
"2020-05-21",58
"2020-05-22",56
"2020-05-23",58
"2020-05-24",64
"2020-05-25",70
"2020-05-26",73
"2020-05-27",76
"2020-05-28",76
"2020-05-29",67
"2020-05-30",53
"2020-05-31",61
"2020-06-01",65
"2020-06-02",71
"2020-06-03",77
"2020-06-04",72
"2020-06-05",53
"2020-06-06",49
"2020-06-07",52
"2020-06-08",54
"2020-06-09",66
"2020-06-10",70
"2020-06-11",70
"2020-06-12",62
"2020-06-13",57
"2020-06-14",63
"2020-06-15",68
"2020-06-16",61
"2020-06-17",62
"2020-06-18",65
"2020-06-19",71
"2020-06-20",74
"2020-06-21",72
"2020-06-22",73
"2020-06-23",75
"2020-06-24",74
"2020-06-25",71
"2020-06-26",74
"2020-06-27",74
"2020-06-28",60
"2020-06-29",57
"2020-06-30",67
"2020-07-01",66
"2020-07-02",64
"2020-07-03",67
"2020-07-04",72
"2020-07-05",75
"2020-07-06",73
"2020-07-07",71
"2020-07-08",68
"2020-07-09",72
"2020-07-10",76
"2020-07-11",80
"2020-07-12",81
"2020-07-13",75
"2020-07-14",69
"2020-07-15",69
"2020-07-16",72
"2020-07-17",71
"2020-07-18",74
"2020-07-19",75
"2020-07-20",77
"2020-07-21",74
"2020-07-22",68
"2020-07-23",68
"2020-07-24",69
"2020-07-25",71
"2020-07-26",73
"2020-07-27",74
"2020-07-28",75
"2020-07-29",78
"2020-07-30",80
"2020-07-31",80
"2020-08-01",80
"2020-08-02",78
"2020-08-03",81
"2020-08-04",72
"2020-08-05",68
"2020-08-06",62
"2020-08-07",66
"2020-08-08",69
"2020-08-09",74
"2020-08-10",73
"2020-08-11",73
"2020-08-12",77
"2020-08-13",79
"2020-08-14",83
"2020-08-15",87
"2020-08-16",87
"2020-08-17",86
"2020-08-18",85
"2020-08-19",84
"2020-08-20",85
"2020-08-21",82
"2020-08-22",76
"2020-08-23",74
"2020-08-24",75
"2020-08-25",75
"2020-08-26",75
"2020-08-27",75
"2020-08-28",74
"2020-08-29",72
"2020-08-30",73
"2020-08-31",72
"2020-09-01",74
"2020-09-02",78
"2020-09-03",82
"2020-09-04",84
"2020-09-05",87
"2020-09-06",89
"2020-09-07",86
"2020-09-08",76
"2020-09-09",66
"2020-09-10",66
"2020-09-11",68
"2020-09-12",71
"2020-09-13",73
"2020-09-14",75
"2020-09-15",72
"2020-09-16",73
"2020-09-17",75
"2020-09-18",74
"2020-09-19",71
"2020-09-20",72
"2020-09-21",72
"2020-09-22",68
"2020-09-23",73
"2020-09-24",71
"2020-09-25",70
"2020-09-26",71
"2020-09-27",75
"2020-09-28",76
"2020-09-29",76
"2020-09-30",76
"2020-10-01",78
"2020-10-02",79
"2020-10-03",79
"2020-10-04",76
"2020-10-05",72
"2020-10-06",71
"2020-10-07",68
"2020-10-08",62
"2020-10-09",63
"2020-10-10",60
"2020-10-11",65
"2020-10-12",73
"2020-10-13",74
"2020-10-14",75
"2020-10-15",76
"2020-10-16",72
"2020-10-17",74
"2020-10-18",73
"2020-10-19",72
"2020-10-20",71
"2020-10-21",69
"2020-10-22",62
"2020-10-23",58
"2020-10-24",54
"2020-10-25",46
"2020-10-26",43
"2020-10-27",52
"2020-10-28",60
"2020-10-29",63
"2020-10-30",63
"2020-10-31",64
"2020-11-01",65
"2020-11-02",67
"2020-11-03",65
"2020-11-04",67
"2020-11-05",67
"2020-11-06",58
"2020-11-07",34
"2020-11-08",33
"2020-11-09",35
"2020-11-10",42
"2020-11-11",50
"2020-11-12",49
"2020-11-13",48
"2020-11-14",52
"2020-11-15",59
"2020-11-16",63
"2020-11-17",60
"2020-11-18",51
"2020-11-19",53
"2020-11-20",58
"2020-11-21",56
"2020-11-22",56
"2020-11-23",49
"2020-11-24",47
"2020-11-25",47
"2020-11-26",40
"2020-11-27",44
"2020-11-28",47
"2020-11-29",51
"2020-11-30",54
"2020-12-01",55
"2020-12-02",52
"2020-12-03",43
"2020-12-04",50
"2020-12-05",52
"2020-12-06",53
"2020-12-07",49
"2020-12-08",53
"2020-12-09",52
"2020-12-10",49
"2020-12-11",49
"2020-12-12",45
"2020-12-13",45
"2020-12-14",38
"2020-12-15",42
"2020-12-16",49
"2020-12-17",43
"2020-12-18",43
"2020-12-19",50
"2020-12-20",58
"2020-12-21",58
"2020-12-22",54
"2020-12-23",45
"2020-12-24",42
"2020-12-25",50
"2020-12-26",49
"2020-12-27",44
"2020-12-28",31
"2020-12-29",33
"2020-12-30",42
"2020-12-31",40
"2021-01-01",40
"2021-01-02",45
"2021-01-03",46
"2021-01-04",49
"2021-01-05",51
"2021-01-06",51
"2021-01-07",49
"2021-01-08",50
"2021-01-09",45
"2021-01-10",47
"2021-01-11",47
"2021-01-12",50
"2021-01-13",55
"2021-01-14",59
"2021-01-15",63
"2021-01-16",61
"2021-01-17",58
"2021-01-18",54
"2021-01-19",39
"2021-01-20",43
"2021-01-21",47
"2021-01-22",40
"2021-01-23",32
"2021-01-24",33
"2021-01-25",26
"2021-01-26",29
"2021-01-27",35
"2021-01-28",40
"2021-01-29",31
"2021-01-30",35
"2021-01-31",41
"2021-02-01",48
"2021-02-02",51
"2021-02-03",49
"2021-02-04",44
"2021-02-05",53
"2021-02-06",54
"2021-02-07",55
"2021-02-08",50
"2021-02-09",48
"2021-02-10",47
"2021-02-11",50
"2021-02-12",42
"2021-02-13",44
"2021-02-14",39
"2021-02-15",45
"2021-02-16",42
"2021-02-17",38
"2021-02-18",41
"2021-02-19",53
"2021-02-20",41
"2021-02-21",44
"2021-02-22",51
"2021-02-23",55
"2021-02-24",54
"2021-02-25",42
"2021-02-26",53
"2021-02-27",43
"2021-02-28",41
"2021-03-01",46
"2021-03-02",49
"2021-03-03",38
"2021-03-04",45
"2021-03-05",53
"2021-03-06",48
"2021-03-07",48
"2021-03-08",40
"2021-03-09",36
"2021-03-10",30
"2021-03-11",29
"2021-03-12",31
"2021-03-13",39
"2021-03-14",43
"2021-03-15",32
"2021-03-16",36
"2021-03-17",45
"2021-03-18",50
"2021-03-19",50
"2021-03-20",45
"2021-03-21",40
"2021-03-22",46
"2021-03-23",40
"2021-03-24",44
"2021-03-25",37
"2021-03-26",41
"2021-03-27",53
"2021-03-28",61
"2021-03-29",60
"2021-03-30",55
"2021-03-31",56
"2021-04-01",60
"2021-04-02",61
"2021-04-03",61
"2021-04-04",63
"2021-04-05",61
"2021-04-06",57
"2021-04-07",62
"2021-04-08",60
"2021-04-09",61
"2021-04-10",61
"2021-04-11",62
"2021-04-12",59
"2021-04-13",48
"2021-04-14",41
"2021-04-15",48
"2021-04-16",52
"2021-04-17",56
"2021-04-18",56
"2021-04-19",63
"2021-04-20",57
"2021-04-21",42
"2021-04-22",48
"2021-04-23",51
"2021-04-24",51
"2021-04-25",45
"2021-04-26",40
"2021-04-27",43
"2021-04-28",57
"2021-04-29",67
"2021-04-30",70
"2021-05-01",64
"2021-05-02",57
"2021-05-03",60
"2021-05-04",66
"2021-05-05",69
"2021-05-06",65
"2021-05-07",60
"2021-05-08",64
"2021-05-09",63
"2021-05-10",61
"2021-05-11",67
"2021-05-12",69
"2021-05-13",68
"2021-05-14",64
"2021-05-15",53
"2021-05-16",46
"2021-05-17",59
"2021-05-18",66
"2021-05-19",62
"2021-05-20",50
"2021-05-21",44
"2021-05-22",46
"2021-05-23",54
"2021-05-24",64
"2021-05-25",65
"2021-05-26",61
"2021-05-27",65
"2021-05-28",65
"2021-05-29",63
"2021-05-30",71
"2021-05-31",75
"2021-06-01",75
"2021-06-02",79
"2021-06-03",78
"2021-06-04",74
"2021-06-05",69
"2021-06-06",63
"2021-06-07",53
"2021-06-08",53
"2021-06-09",56
"2021-06-10",58
"2021-06-11",67
"2021-06-12",73
"2021-06-13",71
"2021-06-14",75
"2021-06-15",84
"2021-06-16",90
"2021-06-17",85
"2021-06-18",85
"2021-06-19",84
"2021-06-20",81
"2021-06-21",74
"2021-06-22",72
"2021-06-23",69
"2021-06-24",67
"2021-06-25",72
"2021-06-26",81
"2021-06-27",85
"2021-06-28",85
"2021-06-29",81
"2021-06-30",77
"2021-07-01",75
"2021-07-02",74
"2021-07-03",79
"2021-07-04",76
"2021-07-05",75
"2021-07-06",78
"2021-07-07",82
"2021-07-08",81
"2021-07-09",84
"2021-07-10",87
"2021-07-11",85
"2021-07-12",84
"2021-07-13",78
"2021-07-14",75
"2021-07-15",73
"2021-07-16",73
"2021-07-17",76
"2021-07-18",76
"2021-07-19",76
"2021-07-20",78
"2021-07-21",80
"2021-07-23",76
"2021-07-24",73
"2021-07-25",73
"2021-07-26",71
"2021-07-27",76
"2021-07-28",76
"2021-07-29",79
"2021-07-30",78
"2021-07-31",76
"2021-08-01",78
"2021-08-02",80
"2021-08-03",84
"2021-08-04",85
"2021-08-05",81
"2021-08-06",76
"2021-08-07",76
"2021-08-08",75
"2021-08-09",76
"2021-08-10",79
"2021-08-11",76
"2021-08-12",74
"2021-08-13",73
"2021-08-14",77
"2021-08-15",83
"2021-08-16",78
"2021-08-17",70
"2021-08-18",58
"2021-08-19",61
"2021-08-20",67
"2021-08-21",66
"2021-08-22",68
"2021-08-23",68
"2021-08-24",72
"2021-08-25",75
"2021-08-26",78
"2021-08-27",80
"2021-08-28",80
"2021-08-29",82
"2021-08-30",80
"2021-08-31",70
"2021-09-01",65
"2021-09-02",70
"2021-09-03",71
"2021-09-04",74
"2021-09-05",80
"2021-09-06",83
"2021-09-07",82
"2021-09-08",84
"2021-09-09",80
"2021-09-10",75
"2021-09-11",74
"2021-09-12",73
"2021-09-13",73
"2021-09-14",72
"2021-09-15",70
"2021-09-16",67
"2021-09-17",69
"2021-09-18",65
"2021-09-19",66
"2021-09-20",71
"2021-09-21",75
"2021-09-22",74
"2021-09-23",71
"2021-09-24",70
"2021-09-25",67
"2021-09-26",66
"2021-09-27",67
"2021-09-28",56
"2021-09-29",60
"2021-09-30",65
"2021-10-01",68
"2021-10-02",69
"2021-10-03",70
"2021-10-04",67
"2021-10-05",59
"2021-10-06",59
"2021-10-07",53
"2021-10-08",49
"2021-10-09",54
"2021-10-10",60
"2021-10-11",49
"2021-10-12",42
"2021-10-13",51
"2021-10-14",56
"2021-10-15",59
"2021-10-16",61
"2021-10-17",56
"2021-10-18",43
"2021-10-19",51
"2021-10-20",57
"2021-10-21",63
"2021-10-22",57
"2021-10-23",51
"2021-10-24",53
"2021-10-25",45
"2021-10-26",45
"2021-10-27",59
"2021-10-28",65
"2021-10-29",66
"2021-10-30",60
"2021-10-31",55
"2021-11-01",51
"2021-11-02",58
"2021-11-03",63
"2021-11-04",65
"2021-11-05",64
"2021-11-06",59
"2021-11-07",56
"2021-11-08",55
"2021-11-09",54
"2021-11-10",57
"2021-11-11",63
"2021-11-12",64
"2021-11-13",65
"2021-11-14",67
"2021-11-15",65
"2021-11-16",61
"2021-11-17",57
"2021-11-18",58
"2021-11-19",56
"2021-11-20",56
"2021-11-21",52
"2021-11-22",54
"2021-11-23",53
"2021-11-24",47
"2021-11-25",47
"2021-11-26",54
"2021-11-27",59
"2021-11-28",61
"2021-11-29",63
"2021-11-30",62
"2021-12-01",61
"2021-12-02",59
"2021-12-03",56
"2021-12-04",55
"2021-12-05",58
"2021-12-06",59
"2021-12-07",48
"2021-12-08",47
"2021-12-09",38
"2021-12-10",36
"2021-12-11",41
"2021-12-12",43
"2021-12-13",36
"2021-12-14",35
"2021-12-15",30
"2021-12-16",40
"2021-12-17",40
"2021-12-18",46
"2021-12-19",48
"2021-12-20",49
"2021-12-21",49
"2021-12-22",49
"2021-12-23",43
"2021-12-24",38
"2021-12-25",35
"2021-12-26",33
"2021-12-27",31
"2021-12-28",31
"2021-12-29",33
"2021-12-30",37
"2021-12-31",38
"2022-01-01",33
"2022-01-02",39
"2022-01-03",45
"2022-01-04",48
"2022-01-05",50
"2022-01-06",57
"2022-01-07",50
"2022-01-08",44
"2022-01-09",45
"2022-01-10",43
"2022-01-11",50
"2022-01-12",54
"2022-01-13",55
"2022-01-14",51
"2022-01-15",46
"2022-01-16",50
"2022-01-17",45
"2022-01-18",45
"2022-01-19",47
"2022-01-20",50
"2022-01-21",47
"2022-01-22",41
"2022-01-23",46
"2022-01-24",52
"2022-01-25",48
"2022-01-26",43
"2022-01-27",47
"2022-01-28",42
"2022-01-29",42
"2022-01-30",48
"2022-01-31",51
"2022-02-01",45
"2022-02-02",36
"2022-02-03",42
"2022-02-04",41
"2022-02-05",47
"2022-02-06",53
"2022-02-07",53
"2022-02-08",54
"2022-02-09",58
"2022-02-10",57
"2022-02-11",62
"2022-02-12",60
"2022-02-13",59
"2022-02-14",55
"2022-02-15",36
"2022-02-16",40
"2022-02-17",42
"2022-02-18",49
"2022-02-19",53
"2022-02-20",49
"2022-02-21",37
"2022-02-22",33
"2022-02-23",26
"2022-02-24",33
"2022-02-25",39
"2022-02-26",42
"2022-02-27",48
"2022-02-28",56
"2022-03-01",61
"2022-03-02",63
"2022-03-03",52
"2022-03-04",38
"2022-03-05",34
"2022-03-06",38
"2022-03-07",40
"2022-03-08",45
"2022-03-09",47
"2022-03-10",44
"2022-03-11",46
"2022-03-12",52
"2022-03-13",52
"2022-03-14",57
"2022-03-15",57
"2022-03-16",49
"2022-03-17",54
"2022-03-18",56
"2022-03-19",49
"2022-03-20",44
"2022-03-21",53
"2022-03-22",61
"2022-03-23",62
"2022-03-24",64
"2022-03-25",65
"2022-03-26",62
"2022-03-27",54
"2022-03-28",38
"2022-03-29",44
"2022-03-30",52
"2022-03-31",48
"2022-04-01",56
"2022-04-02",56
"2022-04-03",53
"2022-04-04",57
"2022-04-05",62
"2022-04-06",66
"2022-04-07",67
"2022-04-08",71
"2022-04-09",65
"2022-04-10",54
"2022-04-11",43
"2022-04-12",37
"2022-04-13",45
"2022-04-14",48
"2022-04-15",51
"2022-04-16",47
"2022-04-17",60
"2022-04-18",61
"2022-04-19",54
"2022-04-20",47
"2022-04-21",45
"2022-04-22",42
"2022-04-23",49
"2022-04-24",54
"2022-04-25",60
"2022-04-26",57
"2022-04-27",54
"2022-04-28",48
"2022-04-29",58
"2022-04-30",62
"2022-05-01",58
"2022-05-02",59
"2022-05-03",58
"2022-05-04",63
"2022-05-05",62
"2022-05-06",65
"2022-05-07",61
"2022-05-08",47
"2022-05-09",42
"2022-05-10",43
"2022-05-11",42
"2022-05-12",55
"2022-05-13",64
"2022-05-14",70
"2022-05-15",68
"2022-05-16",67
"2022-05-17",63
"2022-05-18",70
"2022-05-19",71
"2022-05-20",55
"2022-05-21",54
"2022-05-22",62
"2022-05-23",68
"2022-05-24",71
"2022-05-25",74
"2022-05-26",68
"2022-05-27",62
"2022-05-28",58
"2022-05-29",57
"2022-05-30",58
"2022-05-31",62
"2022-06-01",69
"2022-06-02",69
"2022-06-03",65
"2022-06-04",63
"2022-06-05",67
"2022-06-06",69
"2022-06-07",73
"2022-06-08",76
"2022-06-09",77
"2022-06-10",79
"2022-06-11",78
"2022-06-12",71
"2022-06-13",65
"2022-06-14",69
"2022-06-15",75
"2022-06-16",74
"2022-06-17",60
"2022-06-18",54
"2022-06-19",60
"2022-06-20",69
"2022-06-21",73
"2022-06-22",66
"2022-06-23",71
"2022-06-24",72
"2022-06-25",75
"2022-06-26",79
"2022-06-27",80
"2022-06-28",79
"2022-06-29",75
"2022-06-30",71
"2022-07-01",71
"2022-07-02",68
"2022-07-03",64
"2022-07-04",63
"2022-07-05",65
"2022-07-06",65
"2022-07-07",71
"2022-07-08",72
"2022-07-09",71
"2022-07-10",74
"2022-07-11",78
"2022-07-12",76
"2022-07-13",78
"2022-07-14",80
"2022-07-15",82
"2022-07-16",83
"2022-07-17",81
"2022-07-18",76
"2022-07-19",77
"2022-07-20",77
"2022-07-21",80
"2022-07-22",82
"2022-07-23",80
"2022-07-24",78
"2022-07-25",76
"2022-07-26",75
"2022-07-27",77
"2022-07-28",77
"2022-07-29",77
"2022-07-30",75
"2022-07-31",73
"2022-08-01",74
"2022-08-02",75
