X,Y,OBJECTID,source,ext_id,cat1,cat2,cat3,org_name,Name,addrln1,addrln2,city,state,hours,phones,url,info1,info2,post_id,description,zip,link,use_type,latitude,longitude,date_updated,email,dis_status,POINT_X,POINT_Y
6481214.29073177,1797299.88960086,54849,211,,Education,Early Childhood Education and Head Start,,www.drewcdc.org,Johnnie Tillmon Child Development Center,11427 Avalon Blvd,,Los Angeles,CA,,"Service/Intake (323) 249-2950,  Service/Intake (323) 249-2977",www.drewcdc.org,,,57136,"The agency provides child care services, family preservation, and mental health services primarily for people who live in South Central Los Angeles.",90061,http://egis3.lacounty.gov/lms/?p=57136,publish,33.93079107,-118.2652238,2015/03/11 11:23:19+00,,,6481214.29073171,1797299.88960081
6488581.56044602,1795445.68497594,54851,211,,Education,Early Childhood Education and Head Start,,www.drewcdc.org,Drew Child Development Corporation,1770 E. 118th St.,,Los Angeles,CA,,"FAX (323) 249-2980,  Service/Intake and Administration (323) 249-2950, Mental Health Service/Intake (323) 249-2950 Ext.122, Early Intervention - Terri Bel Service/Intake (323) 249-2958 Ext.187, Education Division/School Readiness Service/Intake (323) 249-",www.drewcdc.org,,,57137,"The agency provides child care services, family preservation, and mental health services primarily for people who live in South Central Los Angeles.",90059,http://egis3.lacounty.gov/lms/?p=57137,publish,33.925747,-118.240923,2015/03/11 12:35:26+00,,,6488581.56044596,1795445.68497589
6498328.49272378,1787086.05110468,54852,211,,Education,Early Childhood Education and Head Start,,www.drewcdc.org,Stellar Child Development Center,1007 N Long Beach Blvd,,Compton,CA,,Service/Intake (310) 639-2721,www.drewcdc.org,,,57138,"The agency provides child care services, family preservation, and mental health services primarily for people who live in South Central Los Angeles.",90221,http://egis3.lacounty.gov/lms/?p=57138,publish,33.90283607,-118.208737,2015/03/11 11:17:42+00,,,6498328.49272372,1787086.05110465
6445922.94760069,1818808.5286701,54855,211,,Education,Early Childhood Education and Head Start,,www.westsidechildrens.org,Westside Children's Center,5721 W Slauson Ave,,Culver City,CA,"Monday through Friday, 8:00am to 5:45pm. ","Service/Intake and Administration (310) 390-0551,  FAX (310) 397-2213",www.westsidechildrens.org,,,57139,"The agency provides child care services, family preservation, foster care services and school readiness for families in Los Angeles County.",90230,http://egis3.lacounty.gov/lms/?p=57139,publish,33.98958106,-118.3818303,2015/03/11 11:25:25+00,,,6445922.94760063,1818808.52867006
6455379.34994769,1856256.19032319,54864,211,,Education,Early Childhood Education and Head Start,,www.pathwaysla.org,Pathways - West Hollywood State Preschool,7377 Santa Monica Blvd.,,West Hollywood,CA,"Monday through Friday, 7:00am to 5:00pm. ","Apply for services Service/Intake (213) 427-2700,  Service/Intake (323) 850-3090",www.pathwaysla.org,,,57143,The agency provides child care and child care information and referral services to people who live in Los Angeles County.,90046,http://egis3.lacounty.gov/lms/?p=57143,publish,34.092576,-118.351067,2015/03/11 11:42:10+00,,,6455379.34994763,1856256.19032314
6471047.95542145,1845605.58334361,54865,211,,Education,Early Childhood Education and Head Start,,www.pathwaysla.org,Pathways,3550 W. Sixth St.,,Los Angeles,CA,,"Child Care Referrals for all areas Service/Intake (888) 922-4453, Apply for services Service/Intake (213) 427-2700,  FAX (213) 427-2701",www.pathwaysla.org,,,57144,The agency provides child care and child care information and referral services to people who live in Los Angeles County.,90020,http://egis3.lacounty.gov/lms/?p=57144,publish,34.063449,-118.299211,2015/03/11 11:47:21+00,,,6471047.95542139,1845605.58334357
6484023.34351261,1846090.49510343,54867,211,,Education,Early Childhood Education and Head Start,,www.ltsc.org,Little Tokyo Service Center - Angelina Head Start Preschool,1336 W. Angelina St.,,Los Angeles,CA,"Monday through Friday, 7:00am to 5:00pm. ",Head Start Program Service/Intake and Administration (213) 481-0227,www.ltsc.org,,,57146,"The agency provides child care, counseling services, services for older adults and youth services for Japanese immigrants and Japanese-Americans in Los Angeles County.",90026,http://egis3.lacounty.gov/lms/?p=57146,publish,34.06488,-118.256374,2015/03/11 12:22:31+00,,,6484023.34351255,1846090.49510339
6501398.13028528,1847270.99831985,54868,211,,Education,Early Childhood Education and Head Start,,www.iilosangeles.org/,International Institute Of Los Angeles - Child Development Division,3845 Selig Pl.,,Los Angeles,CA,"Monday through Friday, 7:30am to 4:00pm. ","Service/Intake and Administration (323) 224-3800,  FAX (323) 224-3810",www.iilosangeles.org/,,,57147,"The agency provides child care, early childhood education and school readiness for low-income families with children ages 0 to 5 in Los Angeles County.",90031,http://egis3.lacounty.gov/lms/?p=57147,publish,34.068232,-118.199014,2015/03/11 12:52:03+00,,,6501398.13028522,1847270.9983198
6426919.8277986,1893923.81807177,54887,211,,Education,Early Childhood Education and Head Start,,www.ymcala.org/mv,YMCA Mid Valley Family,6901 Lennox Ave.,,Van Nuys,CA,"Monday through Friday, 5:30am to 10:00pm; Saturday and Sunday, 7:00am to 6:00pm. ","FAX (818) 901-9609,  Service/Intake (818) 989-3800",www.ymcala.org/mv,,,57153,"The agency provides child care, first aid and safety, and recreational programs for people of all ages who live primarily in the Van Nuys, Sherman Oaks, Panorama City, Pacoima, and Encino areas.",91405,http://egis3.lacounty.gov/lms/?p=57153,publish,34.195771,-118.445616,2015/03/11 12:26:33+00,,,6426919.82779856,1893923.81807172
6411847.30413795,1829577.78403443,54892,211,,Education,Early Childhood Education and Head Start,,www.ymcasm.org,YMCA Santa Monica Family,1332 6th St.,,Santa Monica,CA,,"Service/Intake and Administration (310) 393-2721, Child Development Center Service/Intake (310) 451-7387",www.ymcasm.org,,,57154,"The agency provides child care, recreational programs and volunteer opportunities for people of all ages who live in the Santa Monica area.",90401,http://egis3.lacounty.gov/lms/?p=57154,publish,34.018765,-118.494413,2015/03/11 12:27:33+00,,,6411847.30413789,1829577.7840344
6477225.90861669,1823625.90322168,54962,211,,Education,Early Childhood Education and Head Start,,www.pcs-socal.org,"People Coordinated Services Of Southern California, Inc.- School Readiness Center",4429 S. Broadway,,Los Angeles,CA,"Monday through Friday, 8:00am to 4:30pm. ",Service/Intake (323) 846-1560,www.pcs-socal.org,,,57197,"The agency provides congregate meals, home delivered meals, residential treatment for substance abuse, school readiness, substance abuse services and services for older adults who live in Los Angeles County.",90037,http://egis3.lacounty.gov/lms/?p=57197,publish,34.003101,-118.278612,2015/03/11 11:16:33+00,,,6477225.90861663,1823625.90322164
6485779.97484186,1874494.37694386,55202,211,,Education,Early Childhood Education and Head Start,,www.glendalebrightstart.com,Glendale Bright Start Preschool,411 E. Colorado St.,,Glendale,CA,,Service/Intake and Administration (818) 244-2300,,,,57358,The agency provides early childhood education for children ages 2 to 6 who live in the Los Angeles County area.,91205,http://egis3.lacounty.gov/lms/?p=57358,publish,34.142942,-118.250808,2015/03/11 10:53:37+00,,,6485779.9748418,1874494.37694381
6504514.54006295,1761716.95486136,55203,211,,Education,Early Childhood Education and Head Start,,NULL,Resurrection Lutheran Preschool,345 E. Carson St.,,Long Beach,CA,"SITE HOURS: Monday through Friday, 6:30am to 6:00pm. ","Service/Intake and Administration (562) 989-3696,  FAX (562) 989-3676",,,,57359,The agency provides early childhood education for children ages 2 to 5 who live in Los Angeles County.,90807,http://egis3.lacounty.gov/lms/?p=57359,publish,33.83316,-118.188195,2015/03/11 12:36:44+00,,,6504514.54006289,1761716.95486131
6540286.52560544,1847402.62338468,55204,211,,Education,Early Childhood Education and Head Start,,www.foundationheadstart.org,Foundation For Early Childhood Education - Head Start,3360 Flair Dr.,,El Monte,CA,,"FAX (626) 572-7663, Enrollment Information Information Only (888) 491-3111,  Service/Intake and Administration (626) 572-5107",www.foundationheadstart.org,,,57360,The agency provides early childhood education for children ages 3 to 5.,91731,http://egis3.lacounty.gov/lms/?p=57360,publish,34.068737,-118.070608,2015/03/11 11:49:29+00,,,6540286.52560538,1847402.62338464
6600663.58628152,1853007.70731886,55206,211,,Education,Early Childhood Education and Head Start,,www.covdevctr.org/,Covina Development Center,240 S. Grand Ave.,,Covina,CA,"Monday through Friday, 7:15am to 5:30pm in Summer; Monday through Friday, 7:15am to 6:30pm during school year. ","Service/Intake and Administration (626) 967-7153,  FAX (626) 337-6925",www.covdevctr.org/,,,57361,The agency provides early childhood education for children ages birth through kindergarten in the East San Gabriel Valley.,91724,http://egis3.lacounty.gov/lms/?p=57361,publish,34.084091,-117.871223,2015/03/11 12:42:46+00,,,6600663.58628146,1853007.70731881
6416564.40822078,1823222.29838586,55208,211,,Education,Early Childhood Education and Head Start,,www.growingplace.com,"Growing Place, The",401 Ashland Ave.,,Santa Monica,CA,"Monday through Friday, 7:30am to 6:00pm. ",Service/Intake and Administration (310) 399-7769,www.growingplace.com,,,57364,The agency provides early childhood education for children in Santa Monica.,90405,http://egis3.lacounty.gov/lms/?p=57364,publish,34.001364,-118.478747,2015/03/11 11:45:11+00,,,6416564.40822072,1823222.29838581
6600346.30870086,1858206.6152281,55209,211,,Education,Early Childhood Education and Head Start,,NULL,Gateway Montessori And Preschool,4730 N. Grand Ave.,,Covina,CA,"Monday through Friday, 6:15am to 6:30pm. ","FAX (626) 331-0932,  Service/Intake (626) 332-4453,  Service/Intake (626) 331-0931",,,,57365,"The agency provides early childhood education for children, ages 2 to 6, whose families live or work in the Covina area.",91724,http://egis3.lacounty.gov/lms/?p=57365,publish,34.098378,-117.872249,2015/03/11 11:48:33+00,,,6600346.3087008,1858206.61522806
6596643.7465522,1851081.32895377,55210,211,,Education,Early Childhood Education and Head Start,,NULL,Gateway Montessori And Preschool - Site #2,344 E. Rowland Ave.,,Covina,CA,"SITE HOURS: Monday through Friday, 6:30am to 6:30pm. ",Service/Intake (626) 967-0044,,,,57366,"The agency provides early childhood education for children, ages 2 to 6, whose families live or work in the Covina area.",91723,http://egis3.lacounty.gov/lms/?p=57366,publish,34.078811,-117.884506,2015/03/11 12:23:45+00,,,6596643.74655214,1851081.32895373
6467492.00616853,1857670.15928002,55211,211,,Education,Early Childhood Education and Head Start,,www.alsckids.com/,Assistance League Of Southern California - Learning Center For Young Children,1375 N. St. Andrews Pl.,,Los Angeles,CA,,"Learning Center for Young Chil Service/Intake (323) 466-8164,  FAX (323) 466-1958",www.alsckids.com/,,,57367,"The agency provides early childhood education for infants, toddlers, preschoolers and kindergartners who live in Los Angeles County.",90028,http://egis3.lacounty.gov/lms/?p=57367,publish,34.096571,-118.311075,2015/03/11 12:40:42+00,,,6467492.00616847,1857670.15927997
6587897.55013385,1828528.07583202,55213,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Villacorta Options - Head Start,17721 E. Gemini,,La Puente,CA,"Monday through Friday, 8:00am to 12:00pm. ",Service/Intake (626) 459-4299,www.optionscc.com,,,57368,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91744,http://egis3.lacounty.gov/lms/?p=57368,publish,34.016862,-117.913453,2015/03/11 12:34:26+00,,,6587897.55013381,1828528.07583198
6544951.03169636,1838525.52926227,55214,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Options - Head Start,1330 Potrero Ave.,,South El Monte,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57369,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91733,http://egis3.lacounty.gov/lms/?p=57369,publish,34.044352,-118.05519,2015/03/11 12:28:21+00,,,6544951.0316963,1838525.52926223
6583944.59216052,1849369.51971336,55215,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Vincent Options - Head Start,1001 W. Garvey Ave. N,,West Covina,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57370,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91790,http://egis3.lacounty.gov/lms/?p=57370,publish,34.07414,-117.926447,2015/03/11 11:18:37+00,,,6583944.59216046,1849369.51971331
6548484.3664932,1837582.50522968,55216,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,New Temple Options - Head Start,11033 Central Ave,,South El Monte,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57371,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91733,http://egis3.lacounty.gov/lms/?p=57371,publish,34.04176547,-118.0435252,2015/03/11 11:26:22+00,,,6548484.36649314,1837582.50522964
6530984.04060152,1853045.50415927,55217,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Mc Kinley Options - Head Start,1303 S. Manley Dr.,,San Gabriel,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57372,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91776,http://egis3.lacounty.gov/lms/?p=57372,publish,34.084221,-118.101343,2015/03/11 12:38:18+00,,,6530984.04060148,1853045.50415923
6547471.80191727,1838526.43313186,55218,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Shively Options - Head Start,1431 N. Central Ave.,,South El Monte,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57373,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91733,http://egis3.lacounty.gov/lms/?p=57373,publish,34.044358,-118.046869,2015/03/11 11:21:57+00,,,6547471.80191723,1838526.43313181
6597624.12418461,1854020.43134327,55219,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Covina Elementary Options - Head Start,160 N Barranca Ave,,Covina,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57374,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91723,http://egis3.lacounty.gov/lms/?p=57374,publish,34.08688411,-117.881257,2015/03/11 11:42:07+00,,,6597624.12418455,1854020.43134323
6573835.12517478,1844815.17416327,55220,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Willowood Options - Head Start,2021 W. Alwood,,West Covina,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57375,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91790,http://egis3.lacounty.gov/lms/?p=57375,publish,34.061641,-117.959836,2015/03/11 10:51:48+00,,,6573835.12517472,1844815.17416322
6496967.6132277,1872304.65625769,55221,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Eagle Rock Options - Head Start,2109 Chickasaw Ave.,,Los Angeles,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57376,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",90041,http://egis3.lacounty.gov/lms/?p=57376,publish,34.136996,-118.213819,2015/03/11 12:21:38+00,,,6496967.61322764,1872304.65625764
6595878.59027411,1860455.01493077,55222,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Fairvalley Options - Head Start,231 E. Stephanie Dr.,,Covina,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57377,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91723,http://egis3.lacounty.gov/lms/?p=57377,publish,34.104571,-117.886998,2015/03/11 12:30:44+00,,,6595878.59027405,1860455.01493073
6601319.13746385,1867879.37639435,55223,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Whitcomb Options - Head Start,350 W. Mauna Loa Ave.,,Glendora,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57378,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91740,http://egis3.lacounty.gov/lms/?p=57378,publish,34.124954,-117.868994,2015/03/11 12:25:43+00,,,6601319.13746381,1867879.37639432
6535445.42144252,1857692.59296219,55224,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Roosevelt Options - Head Start,5410 N Delta St,,San Gabriel,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57379,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91776,http://egis3.lacounty.gov/lms/?p=57379,publish,34.09700203,-118.0866223,2015/03/11 12:43:43+00,,,6535445.42144246,1857692.59296215
6579357.91760686,1854523.60553376,55225,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Manzanita Options - Head Start,4050 N. Orange Ave.,,Covina,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57380,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91723,http://egis3.lacounty.gov/lms/?p=57380,publish,34.088311,-117.941583,2015/03/11 12:30:02+00,,,6579357.9176068,1854523.60553373
6587961.56181686,1827042.24448611,55226,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Northam Options - Head Start,423 Shipman Ave.,,La Puente,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57381,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91744,http://egis3.lacounty.gov/lms/?p=57381,publish,34.012779,-117.913246,2015/03/11 11:23:19+00,,,6587961.5618168,1827042.24448606
6605495.89846727,1859544.08433793,55227,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Charter Oak Options - Head Start,4949 Bonnie Cove Ave.,,Covina,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57382,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91724,http://egis3.lacounty.gov/lms/?p=57382,publish,34.102034,-117.855233,2015/03/11 12:35:26+00,,,6605495.89846721,1859544.08433789
6565769.26204145,1875640.57445461,55228,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Monrovia Options - Head Start,527 S. Mountain Ave.,,Monrovia,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57383,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",91016,http://egis3.lacounty.gov/lms/?p=57383,publish,34.146351,-117.986453,2015/03/11 11:17:42+00,,,6565769.26204139,1875640.57445456
6504563.63084403,1863601.60607852,55229,211,,Education,Early Childhood Education and Head Start,,www.optionscc.com,Pool Building Options - Head Start,6150 Piedmont Ave.,,Los Angeles,CA,,Service/Intake (626) 459-4299,www.optionscc.com,,,57384,"The agency provides early childhood education for low-income families in zip codes 90041, 90042, 91016, 91706, 91722, 91723, 91724, 91733, 91740, 91741, 91744, 91765, 91775, 91776, 91780, 91789, 91790, 91791 and 91792.",90042,http://egis3.lacounty.gov/lms/?p=57384,publish,34.113123,-118.188663,2015/03/11 11:25:25+00,,,6504563.63084397,1863601.60607848
6573279.70765044,1851800.74943094,55230,211,,Education,Early Childhood Education and Head Start,,NULL,Baldwin Park Unified School District - Head Start,3699 N. Holly Ave.,,Baldwin Park,CA,"Monday through Friday, 8:00am to 4:30pm. ","Service/Intake (626) 856-4642,  FAX (626) 856-4917",,,,57385,The agency provides early childhood education for people in zip code 91706.,91706,http://egis3.lacounty.gov/lms/?p=57385,publish,34.080837,-117.961661,2015/03/11 11:43:22+00,,,6573279.70765039,1851800.74943089
6499170.12949194,1849681.00137386,55231,211,,Education,Early Childhood Education and Head Start,,www.littleflowerla.com,Little Flower Educational Child Care,2434 Gates St.,,Los Angeles,CA,,"FAX (323) 221-9831,  Service/Intake (323) 221-9248",www.littleflowerla.com,,,57386,The agency provides early childhood education services for families in Los Angeles.,90031,http://egis3.lacounty.gov/lms/?p=57386,publish,34.074842,-118.206387,2015/03/11 11:47:21+00,,,6499170.12949188,1849681.00137381
6591706.47296219,1821450.06406944,55232,211,,Education,Early Childhood Education and Head Start,,optionscc.org,Options - State Preschool Division,18455 E. Railroad St.,,City of Industry,CA,,"Corporate Office Administrative (626) 967-7848,  FAX (626) 854-3458,  Service/Intake (626) 854-3449",optionscc.org,,,57387,The agency provides early childhood education through a State Preschool program.,91748,http://egis3.lacounty.gov/lms/?p=57387,publish,33.997403,-117.900907,2015/03/11 12:22:31+00,,,6591706.47296214,1821450.06406939
6537189.15712827,1802399.99521427,55233,211,,Education,Early Childhood Education and Head Start,,www.prekkid.org,Los Angeles County Office Of Education - Head Start / State Preschool,10100 Pioneer Blvd.,,Santa Fe Springs,CA,"Monday through Friday, 8:00am to 5:00pm. ","Head Start Referrals Service/Intake (877) 773-5543,  Administrative (562) 940-1770",www.prekkid.org,,,57389,The agency provides early childhood education services for eligible families who live in Los Angeles County.,90670,http://egis3.lacounty.gov/lms/?p=57389,publish,33.94507,-118.080716,2015/03/11 12:52:03+00,,,6537189.15712821,1802399.99521422
6431326.68348619,1823820.81753002,55278,211,,Education,Early Childhood Education and Head Start,,www.nyayouth.org,Neighborhood Youth Association - Mar Vista Learning Center,3877 Grandview Blvd.,,Los Angeles,CA,"Monday, through Thursday, 11:00am to 7:00pm; Friday, 10:00am to 6:00pm. ","FAX (310) 391-1948,  Service/Intake (310) 390-6641",www.nyayouth.org,,,57412,The agency provides educational services and volunteer opportunities for children and youth who live in the Mar Vista and Venice areas.,90066,http://egis3.lacounty.gov/lms/?p=57412,publish,34.003192,-118.430051,2015/03/11 12:26:34+00,,,6431326.68348613,1823820.81752998
6421128.89909178,1821604.36428577,55281,211,,Education,Early Childhood Education and Head Start,,www.nyayouth.org,Neighborhood Youth Association - Las Doradas Children's Center,804 Broadway Ave.,,Venice,CA,"Monday through Friday, 8:00am to 6:00pm. ","FAX (310) 450-3684,  Service/Intake (310) 450-0327",www.nyayouth.org,,,57413,The agency provides educational services and volunteer opportunities for children and youth who live in the Mar Vista and Venice areas.,90291,http://egis3.lacounty.gov/lms/?p=57413,publish,33.996977,-118.463663,2015/03/11 12:27:34+00,,,6421128.89909172,1821604.36428572
6591370.28826711,1862782.99977611,56039,211,,Education,Early Childhood Education and Head Start,,www.sgvymca.org,YMCA San Gabriel Valley Family - Murray School Portable,505 E. Renwick Rd.,,Azusa,CA,"Monday through Friday, 8:00am to 4:00pm. ",Service/Intake (626) 812-6674,www.sgvymca.org,,,57991,"The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.",91702,http://egis3.lacounty.gov/lms/?p=57991,publish,34.110981,-117.901883,2015/03/11 11:16:34+00,,,6591370.28826705,1862782.99977607
6588428.4834552,1865385.56445286,56040,211,,Education,Early Childhood Education and Head Start,,www.sgvymca.org,YMCA San Gabriel Valley Family - Paramount School Portable,409 W. Paramount Ave.,,Azusa,CA,"Monday through Friday, 8:00am to 4:00pm. ",Service/Intake (626) 812-5370,www.sgvymca.org,,,57992,"The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.",91702,http://egis3.lacounty.gov/lms/?p=57992,publish,34.11814,-117.911594,2015/03/11 10:53:37+00,,,6588428.48345514,1865385.56445281
6585547.01415253,1860005.90329619,56041,211,,Education,Early Childhood Education and Head Start,,www.sgvymca.org,YMCA San Gabriel Valley Family - Ellington School Portable,5034 N. Clydebank,,Covina,CA,"Monday through Friday, 6:30am to 6:30pm. ",Service/Intake (626) 858-2767,www.sgvymca.org,,,57993,"The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.",91722,http://egis3.lacounty.gov/lms/?p=57993,publish,34.103364,-117.921128,2015/03/11 12:36:44+00,,,6585547.01415247,1860005.90329614
6571125.98525186,1850325.76812893,56042,211,,Education,Early Childhood Education and Head Start,,www.sgvymca.org,YMCA San Gabriel Valley Family - Baldwin Park,3554 Maine Ave.,,Baldwin Park,CA,"Monday through Friday, 8:00am to 4:00pm. ",Service/Intake (626) 480-1303,www.sgvymca.org,,,57994,"The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.",91706,http://egis3.lacounty.gov/lms/?p=57994,publish,34.076786,-117.968775,2015/03/11 11:49:29+00,,,6571125.9852518,1850325.76812889
6573635.90083569,1823048.31973119,56046,211,,Education,Early Childhood Education and Head Start,,www.sgvymca.org,YMCA San Gabriel Valley Family - Puente Hills,1603 S. Stimson Ave.,,Hacienda Heights,CA,"Monday through Friday, 8:30am to 7:00pm. ","Service/Intake (626) 961-3480,  FAX (626) 330-9962",www.sgvymca.org,,,57995,"The agency provides child care and recreational programs for people of all ages who live, primarily, in the East San Gabriel Valley and the surrounding communities.",91745,http://egis3.lacounty.gov/lms/?p=57995,publish,34.001829,-117.960522,2015/03/11 12:42:46+00,,,6573635.90083563,1823048.31973115
6471896.99735853,1761200.16029127,56538,211,,Education,Early Childhood Education and Head Start,,www.carseat.org,Safetybeltsafe U.S.A.,1124 W Carson St,,Torrance,CA,"Monday through Friday, 1:00pm to 5:00pm. ","FAX (310) 222-6862,  Service/Intake (310) 222-6860, (800) 745-SAFE Service/Intake (800) 745-7233, 800-747-SANO-Spanish Service/Intake (800) 747-7266",www.carseat.org,,,58434,The association provides health services related to the use of child passenger restraint devices for people who live in the United States.,90502,http://egis3.lacounty.gov/lms/?p=58434,publish,33.83152427,-118.2955882,2015/03/11 11:45:11+00,,,6471896.99735847,1761200.16029122
6536623.40858786,1782705.84497011,56581,211,,Education,Early Childhood Education and Head Start,,NULL,Bethany Manor Foundation Inc,15415 Pioneer Blvd,,Norwalk,CA,"SITE HOURS: Monday through Friday, 9:30am to 6:00pm. ","FAX (562) 868-1763,  Service/Intake (562) 868-1517",NULL,,,58477,The agency provides services for children age 18 months to 5 years with developmental disabilities as well as child care services for typically developing children.,90650,http://egis3.lacounty.gov/lms/?p=58477,publish,33.89095247,-118.082528,2015/03/11 12:21:35+00,,,6536623.4085878,1782705.84497006
6484424.75412712,1854964.76016326,56584,211,,Education,Early Childhood Education and Head Start,,NULL,Echo Park Silverlake Peoples' Child Care Center,1953 Lake Shore Ave.,,Los Angeles,CA,,"FAX (323) 660-8039,  Service/Intake (323) 660-9665",,,,58480,"The center provides a community-based day care program for children ages 2 to 5 who live, primarily, in the Echo Park-Silverlake area.",90039,http://egis3.lacounty.gov/lms/?p=58480,publish,34.089268,-118.255123,2015/03/11 12:23:45+00,,,6484424.75412706,1854964.76016323
